section_code,week,ever_ccc,post,total,confirmed
598,2015-03-22T00:00:00Z,0,1,0,0
598,2015-03-29T00:00:00Z,0,1,0,0
598,2015-04-05T00:00:00Z,0,1,1,0
598,2015-04-12T00:00:00Z,0,1,1,0
598,2015-04-19T00:00:00Z,0,1,0,0
598,2015-04-26T00:00:00Z,0,1,0,0
599,2014-08-10T00:00:00Z,0,0,0,0
599,2014-08-17T00:00:00Z,0,0,0,0
599,2014-08-24T00:00:00Z,0,0,0,0
599,2014-08-31T00:00:00Z,0,0,0,0
599,2014-09-07T00:00:00Z,0,0,0,0
599,2014-09-14T00:00:00Z,0,0,1,0
599,2014-09-21T00:00:00Z,0,0,1,0
599,2014-09-28T00:00:00Z,0,0,0,0
599,2014-10-05T00:00:00Z,0,0,0,0
599,2014-10-12T00:00:00Z,0,0,0,0
599,2014-10-19T00:00:00Z,0,1,0,0
599,2014-10-26T00:00:00Z,0,1,7,0
599,2014-11-02T00:00:00Z,0,1,2,0
599,2014-11-09T00:00:00Z,0,1,3,0
599,2014-11-16T00:00:00Z,0,1,4,1
599,2014-11-23T00:00:00Z,0,1,3,0
599,2014-11-30T00:00:00Z,0,1,1,0
599,2014-12-07T00:00:00Z,0,1,3,1
599,2014-12-14T00:00:00Z,0,1,0,0
599,2014-12-21T00:00:00Z,0,1,0,0
599,2014-12-28T00:00:00Z,0,1,0,0
599,2015-01-04T00:00:00Z,0,1,2,1
599,2015-01-11T00:00:00Z,0,1,2,0
599,2015-01-18T00:00:00Z,0,1,1,0
599,2015-01-25T00:00:00Z,0,1,0,0
599,2015-02-01T00:00:00Z,0,1,1,0
599,2015-02-08T00:00:00Z,0,1,0,0
599,2015-02-15T00:00:00Z,0,1,0,0
599,2015-02-22T00:00:00Z,0,1,0,0
599,2015-03-01T00:00:00Z,0,1,0,0
599,2015-03-08T00:00:00Z,0,1,0,0
599,2015-03-15T00:00:00Z,0,1,0,0
599,2015-03-22T00:00:00Z,0,1,0,0
599,2015-03-29T00:00:00Z,0,1,0,0
599,2015-04-05T00:00:00Z,0,1,0,0
599,2015-04-12T00:00:00Z,0,1,0,0
599,2015-04-19T00:00:00Z,0,1,1,0
599,2015-04-26T00:00:00Z,0,1,0,0
600,2014-08-10T00:00:00Z,0,0,0,0
600,2014-08-17T00:00:00Z,0,0,0,0
600,2014-08-24T00:00:00Z,0,0,0,0
600,2014-08-31T00:00:00Z,0,0,0,0
600,2014-09-07T00:00:00Z,0,0,0,0
600,2014-09-14T00:00:00Z,0,0,0,0
600,2014-09-21T00:00:00Z,0,0,0,0
600,2014-09-28T00:00:00Z,0,0,0,0
600,2014-10-05T00:00:00Z,0,0,0,0
600,2014-10-12T00:00:00Z,0,0,0,0
600,2014-10-19T00:00:00Z,0,1,0,0
600,2014-10-26T00:00:00Z,0,1,0,0
600,2014-11-02T00:00:00Z,0,1,0,0
600,2014-11-09T00:00:00Z,0,1,0,0
600,2014-11-16T00:00:00Z,0,1,0,0
600,2014-11-23T00:00:00Z,0,1,0,0
600,2014-11-30T00:00:00Z,0,1,0,0
600,2014-12-07T00:00:00Z,0,1,0,0
600,2014-12-14T00:00:00Z,0,1,0,0
600,2014-12-21T00:00:00Z,0,1,0,0
600,2014-12-28T00:00:00Z,0,1,0,0
600,2015-01-04T00:00:00Z,0,1,0,0
600,2015-01-11T00:00:00Z,0,1,0,0
600,2015-01-18T00:00:00Z,0,1,0,0
600,2015-01-25T00:00:00Z,0,1,0,0
600,2015-02-01T00:00:00Z,0,1,0,0
600,2015-02-08T00:00:00Z,0,1,1,0
600,2015-02-15T00:00:00Z,0,1,0,0
600,2015-02-22T00:00:00Z,0,1,0,0
600,2015-03-01T00:00:00Z,0,1,0,0
600,2015-03-08T00:00:00Z,0,1,0,0
600,2015-03-15T00:00:00Z,0,1,0,0
600,2015-03-22T00:00:00Z,0,1,0,0
600,2015-03-29T00:00:00Z,0,1,0,0
600,2015-04-05T00:00:00Z,0,1,0,0
600,2015-04-12T00:00:00Z,0,1,0,0
600,2015-04-19T00:00:00Z,0,1,0,0
600,2015-04-26T00:00:00Z,0,1,0,0
601,2014-08-10T00:00:00Z,0,0,0,0
601,2014-08-17T00:00:00Z,0,0,0,0
601,2014-08-24T00:00:00Z,0,0,0,0
601,2014-08-31T00:00:00Z,0,0,2,2
601,2014-09-07T00:00:00Z,0,0,0,0
601,2014-09-14T00:00:00Z,0,0,0,0
601,2014-09-21T00:00:00Z,0,0,0,0
601,2014-09-28T00:00:00Z,0,0,3,2
601,2014-10-05T00:00:00Z,0,0,0,0
601,2014-10-12T00:00:00Z,0,0,0,0
601,2014-10-19T00:00:00Z,0,1,0,0
601,2014-10-26T00:00:00Z,0,1,3,0
601,2014-11-02T00:00:00Z,0,1,16,2
601,2014-11-09T00:00:00Z,0,1,2,1
601,2014-11-16T00:00:00Z,0,1,3,1
601,2014-11-23T00:00:00Z,0,1,1,1
601,2014-11-30T00:00:00Z,0,1,2,2
601,2014-12-07T00:00:00Z,0,1,0,0
601,2014-12-14T00:00:00Z,0,1,2,0
601,2014-12-21T00:00:00Z,0,1,0,0
601,2014-12-28T00:00:00Z,0,1,1,0
601,2015-01-04T00:00:00Z,0,1,2,0
601,2015-01-11T00:00:00Z,0,1,0,0
601,2015-01-18T00:00:00Z,0,1,0,0
601,2015-01-25T00:00:00Z,0,1,0,0
601,2015-02-01T00:00:00Z,0,1,0,0
601,2015-02-08T00:00:00Z,0,1,0,0
601,2015-02-15T00:00:00Z,0,1,0,0
601,2015-02-22T00:00:00Z,0,1,0,0
601,2015-03-01T00:00:00Z,0,1,1,0
601,2015-03-08T00:00:00Z,0,1,0,0
601,2015-03-15T00:00:00Z,0,1,1,0
601,2015-03-22T00:00:00Z,0,1,0,0
601,2015-03-29T00:00:00Z,0,1,2,0
601,2015-04-05T00:00:00Z,0,1,0,0
601,2015-04-12T00:00:00Z,0,1,0,0
601,2015-04-19T00:00:00Z,0,1,0,0
601,2015-04-26T00:00:00Z,0,1,0,0
602,2014-08-10T00:00:00Z,0,0,0,0
602,2014-08-17T00:00:00Z,0,0,0,0
602,2014-08-24T00:00:00Z,0,0,0,0
602,2014-08-31T00:00:00Z,0,0,0,0
602,2014-09-07T00:00:00Z,0,0,0,0
602,2014-09-14T00:00:00Z,0,0,0,0
602,2014-09-21T00:00:00Z,0,0,0,0
602,2014-09-28T00:00:00Z,0,0,1,1
602,2014-10-05T00:00:00Z,0,0,0,0
602,2014-10-12T00:00:00Z,0,0,0,0
602,2014-10-19T00:00:00Z,0,1,1,0
602,2014-10-26T00:00:00Z,0,1,0,0
602,2014-11-02T00:00:00Z,0,1,1,0
602,2014-11-09T00:00:00Z,0,1,1,0
602,2014-11-16T00:00:00Z,0,1,1,0
602,2014-11-23T00:00:00Z,0,1,0,0
602,2014-11-30T00:00:00Z,0,1,1,0
602,2014-12-07T00:00:00Z,0,1,0,0
602,2014-12-14T00:00:00Z,0,1,0,0
602,2014-12-21T00:00:00Z,0,1,1,0
602,2014-12-28T00:00:00Z,0,1,0,0
602,2015-01-04T00:00:00Z,0,1,1,1
602,2015-01-11T00:00:00Z,0,1,0,0
602,2015-01-18T00:00:00Z,0,1,0,0
602,2015-01-25T00:00:00Z,0,1,0,0
602,2015-02-01T00:00:00Z,0,1,0,0
602,2015-02-08T00:00:00Z,0,1,0,0
602,2015-02-15T00:00:00Z,0,1,0,0
602,2015-02-22T00:00:00Z,0,1,0,0
602,2015-03-01T00:00:00Z,0,1,1,0
602,2015-03-08T00:00:00Z,0,1,1,0
602,2015-03-15T00:00:00Z,0,1,2,0
602,2015-03-22T00:00:00Z,0,1,0,0
602,2015-03-29T00:00:00Z,0,1,0,0
602,2015-04-05T00:00:00Z,0,1,2,0
602,2015-04-12T00:00:00Z,0,1,0,0
602,2015-04-19T00:00:00Z,0,1,0,0
602,2015-04-26T00:00:00Z,0,1,1,0
603,2014-08-10T00:00:00Z,0,0,0,0
603,2014-08-17T00:00:00Z,0,0,0,0
603,2014-08-24T00:00:00Z,0,0,0,0
603,2014-08-31T00:00:00Z,0,0,0,0
603,2014-09-07T00:00:00Z,0,0,0,0
603,2014-09-14T00:00:00Z,0,0,0,0
603,2014-09-21T00:00:00Z,0,0,0,0
603,2014-09-28T00:00:00Z,0,0,0,0
603,2014-10-05T00:00:00Z,0,0,0,0
603,2014-10-12T00:00:00Z,0,0,0,0
603,2014-10-19T00:00:00Z,0,1,0,0
603,2014-10-26T00:00:00Z,0,1,0,0
603,2014-11-02T00:00:00Z,0,1,0,0
603,2014-11-09T00:00:00Z,0,1,0,0
603,2014-11-16T00:00:00Z,0,1,0,0
603,2014-11-23T00:00:00Z,0,1,0,0
603,2014-11-30T00:00:00Z,0,1,0,0
603,2014-12-07T00:00:00Z,0,1,1,0
603,2014-12-14T00:00:00Z,0,1,0,0
603,2014-12-21T00:00:00Z,0,1,0,0
603,2014-12-28T00:00:00Z,0,1,0,0
603,2015-01-04T00:00:00Z,0,1,0,0
603,2015-01-11T00:00:00Z,0,1,0,0
603,2015-01-18T00:00:00Z,0,1,0,0
603,2015-01-25T00:00:00Z,0,1,0,0
603,2015-02-01T00:00:00Z,0,1,0,0
603,2015-02-08T00:00:00Z,0,1,0,0
603,2015-02-15T00:00:00Z,0,1,0,0
603,2015-02-22T00:00:00Z,0,1,0,0
603,2015-03-01T00:00:00Z,0,1,0,0
603,2015-03-08T00:00:00Z,0,1,0,0
603,2015-03-15T00:00:00Z,0,1,2,0
603,2015-03-22T00:00:00Z,0,1,0,0
603,2015-03-29T00:00:00Z,0,1,0,0
603,2015-04-05T00:00:00Z,0,1,0,0
603,2015-04-12T00:00:00Z,0,1,0,0
603,2015-04-19T00:00:00Z,0,1,0,0
603,2015-04-26T00:00:00Z,0,1,0,0
604,2014-08-10T00:00:00Z,0,0,0,0
604,2014-08-17T00:00:00Z,0,0,0,0
604,2014-08-24T00:00:00Z,0,0,0,0
604,2014-08-31T00:00:00Z,0,0,0,0
604,2014-09-07T00:00:00Z,0,0,0,0
604,2014-09-14T00:00:00Z,0,0,0,0
604,2014-09-21T00:00:00Z,0,0,0,0
604,2014-09-28T00:00:00Z,0,0,2,0
604,2014-10-05T00:00:00Z,0,0,0,0
604,2014-10-12T00:00:00Z,0,0,0,0
604,2014-10-19T00:00:00Z,0,1,0,0
604,2014-10-26T00:00:00Z,0,1,1,1
604,2014-11-02T00:00:00Z,0,1,1,0
604,2014-11-09T00:00:00Z,0,1,0,0
604,2014-11-16T00:00:00Z,0,1,0,0
604,2014-11-23T00:00:00Z,0,1,0,0
604,2014-11-30T00:00:00Z,0,1,1,1
604,2014-12-07T00:00:00Z,0,1,0,0
604,2014-12-14T00:00:00Z,0,1,0,0
604,2014-12-21T00:00:00Z,0,1,1,0
604,2014-12-28T00:00:00Z,0,1,0,0
604,2015-01-04T00:00:00Z,0,1,0,0
604,2015-01-11T00:00:00Z,0,1,0,0
604,2015-01-18T00:00:00Z,0,1,0,0
604,2015-01-25T00:00:00Z,0,1,0,0
604,2015-02-01T00:00:00Z,0,1,0,0
604,2015-02-08T00:00:00Z,0,1,0,0
604,2015-02-15T00:00:00Z,0,1,0,0
604,2015-02-22T00:00:00Z,0,1,0,0
604,2015-03-01T00:00:00Z,0,1,0,0
604,2015-03-08T00:00:00Z,0,1,2,0
604,2015-03-15T00:00:00Z,0,1,0,0
604,2015-03-22T00:00:00Z,0,1,0,0
604,2015-03-29T00:00:00Z,0,1,0,0
604,2015-04-05T00:00:00Z,0,1,0,0
604,2015-04-12T00:00:00Z,0,1,0,0
604,2015-04-19T00:00:00Z,0,1,0,0
604,2015-04-26T00:00:00Z,0,1,0,0
605,2014-08-10T00:00:00Z,0,0,0,0
605,2014-08-17T00:00:00Z,0,0,0,0
605,2014-08-24T00:00:00Z,0,0,0,0
605,2014-08-31T00:00:00Z,0,0,0,0
605,2014-09-07T00:00:00Z,0,0,0,0
605,2014-09-14T00:00:00Z,0,0,0,0
605,2014-09-21T00:00:00Z,0,0,0,0
605,2014-09-28T00:00:00Z,0,0,0,0
605,2014-10-05T00:00:00Z,0,0,0,0
605,2014-10-12T00:00:00Z,0,0,0,0
605,2014-10-19T00:00:00Z,0,1,0,0
605,2014-10-26T00:00:00Z,0,1,0,0
605,2014-11-02T00:00:00Z,0,1,0,0
605,2014-11-09T00:00:00Z,0,1,0,0
605,2014-11-16T00:00:00Z,0,1,0,0
605,2014-11-23T00:00:00Z,0,1,0,0
605,2014-11-30T00:00:00Z,0,1,0,0
605,2014-12-07T00:00:00Z,0,1,0,0
605,2014-12-14T00:00:00Z,0,1,0,0
605,2014-12-21T00:00:00Z,0,1,0,0
605,2014-12-28T00:00:00Z,0,1,0,0
605,2015-01-04T00:00:00Z,0,1,0,0
605,2015-01-11T00:00:00Z,0,1,1,0
605,2015-01-18T00:00:00Z,0,1,0,0
605,2015-01-25T00:00:00Z,0,1,0,0
605,2015-02-01T00:00:00Z,0,1,0,0
605,2015-02-08T00:00:00Z,0,1,0,0
605,2015-02-15T00:00:00Z,0,1,0,0
605,2015-02-22T00:00:00Z,0,1,0,0
605,2015-03-01T00:00:00Z,0,1,0,0
605,2015-03-08T00:00:00Z,0,1,0,0
605,2015-03-15T00:00:00Z,0,1,0,0
605,2015-03-22T00:00:00Z,0,1,0,0
605,2015-03-29T00:00:00Z,0,1,0,0
605,2015-04-05T00:00:00Z,0,1,0,0
605,2015-04-12T00:00:00Z,0,1,0,0
605,2015-04-19T00:00:00Z,0,1,0,0
605,2015-04-26T00:00:00Z,0,1,0,0
575,2014-08-10T00:00:00Z,0,0,0,0
575,2014-08-17T00:00:00Z,0,0,0,0
575,2014-08-24T00:00:00Z,0,0,0,0
575,2014-08-31T00:00:00Z,0,0,0,0
575,2014-09-07T00:00:00Z,0,0,1,0
575,2014-09-14T00:00:00Z,0,0,0,0
575,2014-09-21T00:00:00Z,0,0,0,0
575,2014-09-28T00:00:00Z,0,0,0,0
575,2014-10-05T00:00:00Z,0,0,0,0
575,2014-10-12T00:00:00Z,0,0,0,0
575,2014-10-19T00:00:00Z,0,1,0,0
575,2014-10-26T00:00:00Z,0,1,0,0
575,2014-11-02T00:00:00Z,0,1,0,0
575,2014-11-09T00:00:00Z,0,1,0,0
575,2014-11-16T00:00:00Z,0,1,0,0
575,2014-11-23T00:00:00Z,0,1,0,0
575,2014-11-30T00:00:00Z,0,1,0,0
575,2014-12-07T00:00:00Z,0,1,0,0
575,2014-12-14T00:00:00Z,0,1,0,0
575,2014-12-21T00:00:00Z,0,1,1,0
575,2014-12-28T00:00:00Z,0,1,0,0
575,2015-01-04T00:00:00Z,0,1,0,0
575,2015-01-11T00:00:00Z,0,1,1,0
575,2015-01-18T00:00:00Z,0,1,0,0
575,2015-01-25T00:00:00Z,0,1,0,0
575,2015-02-01T00:00:00Z,0,1,0,0
575,2015-02-08T00:00:00Z,0,1,0,0
575,2015-02-15T00:00:00Z,0,1,0,0
575,2015-02-22T00:00:00Z,0,1,0,0
575,2015-03-01T00:00:00Z,0,1,0,0
575,2015-03-08T00:00:00Z,0,1,0,0
575,2015-03-15T00:00:00Z,0,1,0,0
575,2015-03-22T00:00:00Z,0,1,0,0
575,2015-03-29T00:00:00Z,0,1,0,0
575,2015-04-05T00:00:00Z,0,1,1,0
575,2015-04-12T00:00:00Z,0,1,0,0
575,2015-04-19T00:00:00Z,0,1,0,0
575,2015-04-26T00:00:00Z,0,1,0,0
576,2014-08-10T00:00:00Z,0,0,0,0
576,2014-08-17T00:00:00Z,0,0,0,0
576,2014-08-24T00:00:00Z,0,0,0,0
576,2014-08-31T00:00:00Z,0,0,0,0
576,2014-09-07T00:00:00Z,0,0,0,0
576,2014-09-14T00:00:00Z,0,0,0,0
576,2014-09-21T00:00:00Z,0,0,0,0
576,2014-09-28T00:00:00Z,0,0,0,0
576,2014-10-05T00:00:00Z,0,0,0,0
576,2014-10-12T00:00:00Z,0,0,1,1
576,2014-10-19T00:00:00Z,0,1,0,0
576,2014-10-26T00:00:00Z,0,1,0,0
576,2014-11-02T00:00:00Z,0,1,0,0
576,2014-11-09T00:00:00Z,0,1,1,0
576,2014-11-16T00:00:00Z,0,1,0,0
576,2014-11-23T00:00:00Z,0,1,0,0
576,2014-11-30T00:00:00Z,0,1,0,0
576,2014-12-07T00:00:00Z,0,1,0,0
576,2014-12-14T00:00:00Z,0,1,0,0
576,2014-12-21T00:00:00Z,0,1,1,0
576,2014-12-28T00:00:00Z,0,1,0,0
576,2015-01-04T00:00:00Z,0,1,0,0
576,2015-01-11T00:00:00Z,0,1,0,0
576,2015-01-18T00:00:00Z,0,1,0,0
576,2015-01-25T00:00:00Z,0,1,0,0
576,2015-02-01T00:00:00Z,0,1,0,0
576,2015-02-08T00:00:00Z,0,1,0,0
576,2015-02-15T00:00:00Z,0,1,1,0
576,2015-02-22T00:00:00Z,0,1,0,0
576,2015-03-01T00:00:00Z,0,1,0,0
576,2015-03-08T00:00:00Z,0,1,0,0
576,2015-03-15T00:00:00Z,0,1,1,0
576,2015-03-22T00:00:00Z,0,1,0,0
576,2015-03-29T00:00:00Z,0,1,0,0
576,2015-04-05T00:00:00Z,0,1,0,0
576,2015-04-12T00:00:00Z,0,1,1,0
576,2015-04-19T00:00:00Z,0,1,0,0
576,2015-04-26T00:00:00Z,0,1,0,0
577,2014-08-10T00:00:00Z,0,0,0,0
577,2014-08-17T00:00:00Z,0,0,0,0
577,2014-08-24T00:00:00Z,0,0,0,0
577,2014-08-31T00:00:00Z,0,0,0,0
577,2014-09-07T00:00:00Z,0,0,0,0
577,2014-09-14T00:00:00Z,0,0,0,0
577,2014-09-21T00:00:00Z,0,0,0,0
577,2014-09-28T00:00:00Z,0,0,1,0
577,2014-10-05T00:00:00Z,0,0,4,0
577,2014-10-12T00:00:00Z,0,0,2,1
577,2014-10-19T00:00:00Z,0,1,0,0
577,2014-10-26T00:00:00Z,0,1,1,0
577,2014-11-02T00:00:00Z,0,1,0,0
577,2014-11-09T00:00:00Z,0,1,0,0
577,2014-11-16T00:00:00Z,0,1,0,0
577,2014-11-23T00:00:00Z,0,1,2,1
577,2014-11-30T00:00:00Z,0,1,2,1
577,2014-12-07T00:00:00Z,0,1,11,6
577,2014-12-14T00:00:00Z,0,1,5,1
577,2014-12-21T00:00:00Z,0,1,2,0
577,2014-12-28T00:00:00Z,0,1,3,0
577,2015-01-04T00:00:00Z,0,1,3,0
577,2015-01-11T00:00:00Z,0,1,2,1
577,2015-01-18T00:00:00Z,0,1,2,0
577,2015-01-25T00:00:00Z,0,1,0,0
577,2015-02-01T00:00:00Z,0,1,1,0
577,2015-02-08T00:00:00Z,0,1,0,0
577,2015-02-15T00:00:00Z,0,1,2,0
577,2015-02-22T00:00:00Z,0,1,3,0
577,2015-03-01T00:00:00Z,0,1,1,0
577,2015-03-08T00:00:00Z,0,1,0,0
577,2015-03-15T00:00:00Z,0,1,1,0
577,2015-03-22T00:00:00Z,0,1,1,0
577,2015-03-29T00:00:00Z,0,1,2,0
577,2015-04-05T00:00:00Z,0,1,0,0
577,2015-04-12T00:00:00Z,0,1,0,0
577,2015-04-19T00:00:00Z,0,1,0,0
577,2015-04-26T00:00:00Z,0,1,0,0
578,2014-08-10T00:00:00Z,0,0,0,0
578,2014-08-17T00:00:00Z,0,0,0,0
578,2014-08-24T00:00:00Z,0,0,0,0
578,2014-08-31T00:00:00Z,0,0,1,0
578,2014-09-07T00:00:00Z,0,0,0,0
578,2014-09-14T00:00:00Z,0,0,0,0
578,2014-09-21T00:00:00Z,0,0,0,0
578,2014-09-28T00:00:00Z,0,0,1,1
578,2014-10-05T00:00:00Z,0,0,0,0
578,2014-10-12T00:00:00Z,0,0,1,1
578,2014-10-19T00:00:00Z,0,1,0,0
578,2014-10-26T00:00:00Z,0,1,0,0
578,2014-11-02T00:00:00Z,0,1,0,0
578,2014-11-09T00:00:00Z,0,1,0,0
578,2014-11-16T00:00:00Z,0,1,0,0
578,2014-11-23T00:00:00Z,0,1,0,0
578,2014-11-30T00:00:00Z,0,1,0,0
578,2014-12-07T00:00:00Z,0,1,0,0
578,2014-12-14T00:00:00Z,0,1,2,0
578,2014-12-21T00:00:00Z,0,1,0,0
578,2014-12-28T00:00:00Z,0,1,0,0
578,2015-01-04T00:00:00Z,0,1,0,0
578,2015-01-11T00:00:00Z,0,1,0,0
578,2015-01-18T00:00:00Z,0,1,0,0
578,2015-01-25T00:00:00Z,0,1,0,0
578,2015-02-01T00:00:00Z,0,1,0,0
578,2015-02-08T00:00:00Z,0,1,0,0
578,2015-02-15T00:00:00Z,0,1,0,0
578,2015-02-22T00:00:00Z,0,1,0,0
578,2015-03-01T00:00:00Z,0,1,0,0
578,2015-03-08T00:00:00Z,0,1,0,0
578,2015-03-15T00:00:00Z,0,1,1,0
578,2015-03-22T00:00:00Z,0,1,1,0
578,2015-03-29T00:00:00Z,0,1,0,0
578,2015-04-05T00:00:00Z,0,1,0,0
578,2015-04-12T00:00:00Z,0,1,0,0
578,2015-04-19T00:00:00Z,0,1,0,0
578,2015-04-26T00:00:00Z,0,1,0,0
580,2014-08-10T00:00:00Z,0,0,0,0
580,2014-08-17T00:00:00Z,0,0,0,0
580,2014-08-24T00:00:00Z,0,0,0,0
580,2014-08-31T00:00:00Z,0,0,0,0
580,2014-09-07T00:00:00Z,0,0,0,0
580,2014-09-14T00:00:00Z,0,0,0,0
580,2014-09-21T00:00:00Z,0,0,0,0
580,2014-09-28T00:00:00Z,0,0,0,0
580,2014-10-05T00:00:00Z,0,0,0,0
580,2014-10-12T00:00:00Z,0,0,0,0
580,2014-10-19T00:00:00Z,0,1,0,0
580,2014-10-26T00:00:00Z,0,1,0,0
580,2014-11-02T00:00:00Z,0,1,0,0
580,2014-11-09T00:00:00Z,0,1,0,0
580,2014-11-16T00:00:00Z,0,1,0,0
580,2014-11-23T00:00:00Z,0,1,1,0
580,2014-11-30T00:00:00Z,0,1,0,0
580,2014-12-07T00:00:00Z,0,1,0,0
580,2014-12-14T00:00:00Z,0,1,0,0
580,2014-12-21T00:00:00Z,0,1,0,0
580,2014-12-28T00:00:00Z,0,1,0,0
580,2015-01-04T00:00:00Z,0,1,0,0
580,2015-01-11T00:00:00Z,0,1,2,0
580,2015-01-18T00:00:00Z,0,1,0,0
580,2015-01-25T00:00:00Z,0,1,0,0
580,2015-02-01T00:00:00Z,0,1,0,0
580,2015-02-08T00:00:00Z,0,1,0,0
580,2015-02-15T00:00:00Z,0,1,0,0
580,2015-02-22T00:00:00Z,0,1,0,0
580,2015-03-01T00:00:00Z,0,1,0,0
580,2015-03-08T00:00:00Z,0,1,0,0
580,2015-03-15T00:00:00Z,0,1,0,0
580,2015-03-22T00:00:00Z,0,1,0,0
580,2015-03-29T00:00:00Z,0,1,0,0
580,2015-04-05T00:00:00Z,0,1,0,0
580,2015-04-12T00:00:00Z,0,1,0,0
580,2015-04-19T00:00:00Z,0,1,0,0
580,2015-04-26T00:00:00Z,0,1,0,0
606,2014-08-10T00:00:00Z,0,0,0,0
606,2014-08-17T00:00:00Z,0,0,0,0
606,2014-08-24T00:00:00Z,0,0,0,0
606,2014-08-31T00:00:00Z,0,0,0,0
606,2014-09-07T00:00:00Z,0,0,0,0
606,2014-09-14T00:00:00Z,0,0,0,0
606,2014-09-21T00:00:00Z,0,0,0,0
606,2014-09-28T00:00:00Z,0,0,0,0
606,2014-10-05T00:00:00Z,0,0,0,0
606,2014-10-12T00:00:00Z,0,0,0,0
606,2014-10-19T00:00:00Z,0,1,0,0
606,2014-10-26T00:00:00Z,0,1,0,0
606,2014-11-02T00:00:00Z,0,1,0,0
606,2014-11-09T00:00:00Z,0,1,0,0
606,2014-11-16T00:00:00Z,0,1,0,0
606,2014-11-23T00:00:00Z,0,1,0,0
606,2014-11-30T00:00:00Z,0,1,0,0
606,2014-12-07T00:00:00Z,0,1,0,0
606,2014-12-14T00:00:00Z,0,1,0,0
606,2014-12-21T00:00:00Z,0,1,0,0
606,2014-12-28T00:00:00Z,0,1,0,0
606,2015-01-04T00:00:00Z,0,1,0,0
606,2015-01-11T00:00:00Z,0,1,0,0
606,2015-01-18T00:00:00Z,0,1,0,0
606,2015-01-25T00:00:00Z,0,1,0,0
606,2015-02-01T00:00:00Z,0,1,0,0
606,2015-02-08T00:00:00Z,0,1,0,0
606,2015-02-15T00:00:00Z,0,1,0,0
606,2015-02-22T00:00:00Z,0,1,0,0
606,2015-03-01T00:00:00Z,0,1,0,0
606,2015-03-08T00:00:00Z,0,1,0,0
606,2015-03-15T00:00:00Z,0,1,0,0
606,2015-03-22T00:00:00Z,0,1,0,0
606,2015-03-29T00:00:00Z,0,1,0,0
606,2015-04-05T00:00:00Z,0,1,1,0
606,2015-04-12T00:00:00Z,0,1,0,0
606,2015-04-19T00:00:00Z,0,1,0,0
606,2015-04-26T00:00:00Z,0,1,0,0
607,2014-08-10T00:00:00Z,0,0,0,0
607,2014-08-17T00:00:00Z,0,0,0,0
607,2014-08-24T00:00:00Z,0,0,0,0
607,2014-08-31T00:00:00Z,0,0,0,0
607,2014-09-07T00:00:00Z,0,0,0,0
607,2014-09-14T00:00:00Z,0,0,0,0
607,2014-09-21T00:00:00Z,0,0,0,0
607,2014-09-28T00:00:00Z,0,0,0,0
607,2014-10-05T00:00:00Z,0,0,0,0
607,2014-10-12T00:00:00Z,0,0,0,0
607,2014-10-19T00:00:00Z,0,1,0,0
607,2014-10-26T00:00:00Z,0,1,0,0
607,2014-11-02T00:00:00Z,0,1,0,0
607,2014-11-09T00:00:00Z,0,1,0,0
607,2014-11-16T00:00:00Z,0,1,0,0
607,2014-11-23T00:00:00Z,0,1,0,0
607,2014-11-30T00:00:00Z,0,1,0,0
607,2014-12-07T00:00:00Z,0,1,0,0
607,2014-12-14T00:00:00Z,0,1,0,0
607,2014-12-21T00:00:00Z,0,1,0,0
607,2014-12-28T00:00:00Z,0,1,0,0
607,2015-01-04T00:00:00Z,0,1,0,0
607,2015-01-11T00:00:00Z,0,1,0,0
607,2015-01-18T00:00:00Z,0,1,0,0
607,2015-01-25T00:00:00Z,0,1,0,0
607,2015-02-01T00:00:00Z,0,1,0,0
607,2015-02-08T00:00:00Z,0,1,0,0
607,2015-02-15T00:00:00Z,0,1,0,0
607,2015-02-22T00:00:00Z,0,1,0,0
607,2015-03-01T00:00:00Z,0,1,0,0
607,2015-03-08T00:00:00Z,0,1,0,0
607,2015-03-15T00:00:00Z,0,1,0,0
607,2015-03-22T00:00:00Z,0,1,0,0
607,2015-03-29T00:00:00Z,0,1,0,0
607,2015-04-05T00:00:00Z,0,1,0,0
607,2015-04-12T00:00:00Z,0,1,0,0
607,2015-04-19T00:00:00Z,0,1,0,0
607,2015-04-26T00:00:00Z,0,1,0,0
608,2014-08-10T00:00:00Z,0,0,0,0
608,2014-08-17T00:00:00Z,0,0,0,0
608,2014-08-24T00:00:00Z,0,0,0,0
608,2014-08-31T00:00:00Z,0,0,0,0
608,2014-09-07T00:00:00Z,0,0,0,0
608,2014-09-14T00:00:00Z,0,0,0,0
608,2014-09-21T00:00:00Z,0,0,0,0
608,2014-09-28T00:00:00Z,0,0,0,0
608,2014-10-05T00:00:00Z,0,0,0,0
608,2014-10-12T00:00:00Z,0,0,0,0
608,2014-10-19T00:00:00Z,0,1,0,0
608,2014-10-26T00:00:00Z,0,1,0,0
608,2014-11-02T00:00:00Z,0,1,0,0
608,2014-11-09T00:00:00Z,0,1,0,0
608,2014-11-16T00:00:00Z,0,1,0,0
608,2014-11-23T00:00:00Z,0,1,0,0
608,2014-11-30T00:00:00Z,0,1,0,0
608,2014-12-07T00:00:00Z,0,1,0,0
608,2014-12-14T00:00:00Z,0,1,0,0
608,2014-12-21T00:00:00Z,0,1,0,0
608,2014-12-28T00:00:00Z,0,1,0,0
